id,creature_name,category,species,subspecies,colouring,style,mood,motion_type,elemental_affinity,environment
1866,Algorithm Entity of Silver Naturalistic,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Naturalistic,Proud,Slow prowl,Electric,Reef
1867,Aggressive Silver Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Naturalistic,Aggressive,Roaring stance,Gravity,Lagoon
1868,Aggressive Silver Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Naturalistic,Aggressive,Slow prowl,Cosmic,Tower
1869,Gothic Algorithm Entity of AI Construct,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Gothic,Proud,Roaring stance,Earth,Shrine
1870,Gothic Algorithm Entity of AI Construct,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Gothic,Proud,Slow prowl,Fire,Sacred Grove
1871,Silverwing Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Gothic,Aggressive,Roaring stance,Water,Marsh
1872,Silverwing Algorithm Entity,Synthetic,AI Construct,Algorithm Entity,Silver & gold,Gothic,Aggressive,Slow prowl,Air,Playground
1873,Glitch Creature of Gold Naturalistic,Synthetic,Glitch,Glitch Creature,Gold & brown,Naturalistic,Proud,Roaring stance,Shadow,Toybox
1874,Glitch Creature of Gold Naturalistic,Synthetic,Glitch,Glitch Creature,Gold & brown,Naturalistic,Proud,Slow prowl,Light,Arcade
1875,Goldwing Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & brown,Naturalistic,Aggressive,Roaring stance,Nature,Kitchen
1876,Goldwing Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & brown,Naturalistic,Aggressive,Slow prowl,Storm,Server room
1877,Gothic Glitch Creature of Glitch,Synthetic,Glitch,Glitch Creature,Gold & brown,Gothic,Proud,Roaring stance,Ice,Cyberspace
1878,Gothic Glitch Creature of Glitch,Synthetic,Glitch,Glitch Creature,Gold & brown,Gothic,Proud,Slow prowl,Lightning,Skyscraper
1879,The Aggressive Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & brown,Gothic,Aggressive,Roaring stance,Spirit,Terminal
1880,The Aggressive Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & brown,Gothic,Aggressive,Slow prowl,Time,Grove
1881,Gold Naturalistic Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & flame,Naturalistic,Proud,Roaring stance,Space,Nebula
1882,Gold Naturalistic Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & flame,Naturalistic,Proud,Slow prowl,Void,Void
1883,Glitch Creature of Gold Naturalistic,Synthetic,Glitch,Glitch Creature,Gold & flame,Naturalistic,Aggressive,Roaring stance,Sound,Chronoscape
1884,Glitch Creature of Gold Naturalistic,Synthetic,Glitch,Glitch Creature,Gold & flame,Naturalistic,Aggressive,Slow prowl,Energy,Chamber
1885,The Proud Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & flame,Gothic,Proud,Roaring stance,Magic,Dimension Fold
1886,The Proud Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & flame,Gothic,Proud,Slow prowl,Code,Rift
1887,Goldwing Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & flame,Gothic,Aggressive,Roaring stance,Electric,Core
1888,Goldwing Glitch Creature,Synthetic,Glitch,Glitch Creature,Gold & flame,Gothic,Aggressive,Slow prowl,Gravity,Prism
1889,Naturalistic Glitch Creature of Glitch,Synthetic,Glitch,Glitch Creature,Silver & gold,Naturalistic,Proud,Roaring stance,Cosmic,Archive
1890,Naturalistic Glitch Creature of Glitch,Synthetic,Glitch,Glitch Creature,Silver & gold,Naturalistic,Proud,Slow prowl,Earth,Night sky
1891,Glitch Creature of Silver Naturalistic,Synthetic,Glitch,Glitch Creature,Silver & gold,Naturalistic,Aggressive,Roaring stance,Fire,Horizon
1892,Glitch Creature of Silver Naturalistic,Synthetic,Glitch,Glitch Creature,Silver & gold,Naturalistic,Aggressive,Slow prowl,Water,Savannah
1893,The Proud Glitch Creature,Synthetic,Glitch,Glitch Creature,Silver & gold,Gothic,Proud,Roaring stance,Air,Forest
1894,The Proud Glitch Creature,Synthetic,Glitch,Glitch Creature,Silver & gold,Gothic,Proud,Slow prowl,Shadow,Ocean
1895,Glitch Creature of Silver Gothic,Synthetic,Glitch,Glitch Creature,Silver & gold,Gothic,Aggressive,Roaring stance,Light,Jungle
1896,Glitch Creature of Silver Gothic,Synthetic,Glitch,Glitch Creature,Silver & gold,Gothic,Aggressive,Slow prowl,Nature,Desert
1897,The Proud Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Naturalistic,Proud,Roaring stance,Storm,Cliffs
1898,The Proud Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Naturalistic,Proud,Slow prowl,Ice,Garden
1899,Gold Naturalistic Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Naturalistic,Aggressive,Roaring stance,Lightning,Mountain
1900,Gold Naturalistic Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Naturalistic,Aggressive,Slow prowl,Spirit,Sky
1901,Gothic Corrupted Sprite of Glitch,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Gothic,Proud,Roaring stance,Time,Glade
1902,Gothic Corrupted Sprite of Glitch,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Gothic,Proud,Slow prowl,Space,Plateau
1903,Aggressive Gold Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Gothic,Aggressive,Roaring stance,Void,Ruins
1904,Aggressive Gold Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & brown,Gothic,Aggressive,Slow prowl,Sound,Temple
1905,Gold Naturalistic Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Naturalistic,Proud,Roaring stance,Energy,Cave
1906,Gold Naturalistic Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Naturalistic,Proud,Slow prowl,Magic,Volcano
1907,Naturalistic Corrupted Sprite of Glitch,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Naturalistic,Aggressive,Roaring stance,Code,Riverbank
1908,Naturalistic Corrupted Sprite of Glitch,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Naturalistic,Aggressive,Slow prowl,Electric,Deep sea
1909,Corrupted Sprite of Gold Gothic,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Gothic,Proud,Roaring stance,Gravity,Reef
1910,Corrupted Sprite of Gold Gothic,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Gothic,Proud,Slow prowl,Cosmic,Lagoon
1911,Aggressive Gold Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Gothic,Aggressive,Roaring stance,Earth,Tower
1912,Aggressive Gold Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Gold & flame,Gothic,Aggressive,Slow prowl,Fire,Shrine
1913,Silverwing Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Naturalistic,Proud,Roaring stance,Water,Sacred Grove
1914,Silverwing Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Naturalistic,Proud,Slow prowl,Air,Marsh
1915,Silverwing Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Naturalistic,Aggressive,Roaring stance,Shadow,Playground
1916,Silverwing Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Naturalistic,Aggressive,Slow prowl,Light,Toybox
1917,Silver Gothic Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Gothic,Proud,Roaring stance,Nature,Arcade
1918,Silver Gothic Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Gothic,Proud,Slow prowl,Storm,Kitchen
1919,Aggressive Silver Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Gothic,Aggressive,Roaring stance,Ice,Server room
1920,Aggressive Silver Corrupted Sprite,Synthetic,Glitch,Corrupted Sprite,Silver & gold,Gothic,Aggressive,Slow prowl,Lightning,Cyberspace
1921,Goldwing Error Beast,Synthetic,Glitch,Error Beast,Gold & brown,Naturalistic,Proud,Roaring stance,Spirit,Skyscraper
1922,Goldwing Error Beast,Synthetic,Glitch,Error Beast,Gold & brown,Naturalistic,Proud,Slow prowl,Time,Terminal
1923,Gold Naturalistic Error Beast,Synthetic,Glitch,Error Beast,Gold & brown,Naturalistic,Aggressive,Roaring stance,Space,Grove
1924,Gold Naturalistic Error Beast,Synthetic,Glitch,Error Beast,Gold & brown,Naturalistic,Aggressive,Slow prowl,Void,Nebula
1925,Goldwing Error Beast,Synthetic,Glitch,Error Beast,Gold & brown,Gothic,Proud,Roaring stance,Sound,Void
1926,Goldwing Error Beast,Synthetic,Glitch,Error Beast,Gold & brown,Gothic,Proud,Slow prowl,Energy,Chronoscape
1927,Gothic Error Beast of Glitch,Synthetic,Glitch,Error Beast,Gold & brown,Gothic,Aggressive,Roaring stance,Magic,Chamber
1928,Gothic Error Beast of Glitch,Synthetic,Glitch,Error Beast,Gold & brown,Gothic,Aggressive,Slow prowl,Code,Dimension Fold
1929,Gold Naturalistic Error Beast,Synthetic,Glitch,Error Beast,Gold & flame,Naturalistic,Proud,Roaring stance,Electric,Rift
1930,Gold Naturalistic Error Beast,Synthetic,Glitch,Error Beast,Gold & flame,Naturalistic,Proud,Slow prowl,Gravity,Core
1931,Gold Naturalistic Error Beast,Synthetic,Glitch,Error Beast,Gold & flame,Naturalistic,Aggressive,Roaring stance,Cosmic,Prism
1932,Gold Naturalistic Error Beast,Synthetic,Glitch,Error Beast,Gold & flame,Naturalistic,Aggressive,Slow prowl,Earth,Archive
1933,The Proud Error Beast,Synthetic,Glitch,Error Beast,Gold & flame,Gothic,Proud,Roaring stance,Fire,Night sky
1934,The Proud Error Beast,Synthetic,Glitch,Error Beast,Gold & flame,Gothic,Proud,Slow prowl,Water,Horizon
1935,Gothic Error Beast of Glitch,Synthetic,Glitch,Error Beast,Gold & flame,Gothic,Aggressive,Roaring stance,Air,Savannah
1936,Gothic Error Beast of Glitch,Synthetic,Glitch,Error Beast,Gold & flame,Gothic,Aggressive,Slow prowl,Shadow,Forest
1937,Proud Silver Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Naturalistic,Proud,Roaring stance,Light,Ocean
1938,Proud Silver Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Naturalistic,Proud,Slow prowl,Nature,Jungle
1939,The Aggressive Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Naturalistic,Aggressive,Roaring stance,Storm,Desert
1940,The Aggressive Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Naturalistic,Aggressive,Slow prowl,Ice,Cliffs
1941,Proud Silver Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Gothic,Proud,Roaring stance,Lightning,Garden
1942,Proud Silver Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Gothic,Proud,Slow prowl,Spirit,Mountain
1943,Silver Gothic Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Gothic,Aggressive,Roaring stance,Time,Sky
1944,Silver Gothic Error Beast,Synthetic,Glitch,Error Beast,Silver & gold,Gothic,Aggressive,Slow prowl,Space,Glade
1945,Bug Monster of Gold Naturalistic,Synthetic,Glitch,Bug Monster,Gold & brown,Naturalistic,Proud,Roaring stance,Void,Plateau
1946,Bug Monster of Gold Naturalistic,Synthetic,Glitch,Bug Monster,Gold & brown,Naturalistic,Proud,Slow prowl,Sound,Ruins
1947,The Aggressive Bug Monster,Synthetic,Glitch,Bug Monster,Gold & brown,Naturalistic,Aggressive,Roaring stance,Energy,Temple
1948,The Aggressive Bug Monster,Synthetic,Glitch,Bug Monster,Gold & brown,Naturalistic,Aggressive,Slow prowl,Magic,Cave
1949,Bug Monster of Gold Gothic,Synthetic,Glitch,Bug Monster,Gold & brown,Gothic,Proud,Roaring stance,Code,Volcano
1950,Bug Monster of Gold Gothic,Synthetic,Glitch,Bug Monster,Gold & brown,Gothic,Proud,Slow prowl,Electric,Riverbank
1951,Bug Monster of Gold Gothic,Synthetic,Glitch,Bug Monster,Gold & brown,Gothic,Aggressive,Roaring stance,Gravity,Deep sea
1952,Bug Monster of Gold Gothic,Synthetic,Glitch,Bug Monster,Gold & brown,Gothic,Aggressive,Slow prowl,Cosmic,Reef
1953,Goldwing Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Naturalistic,Proud,Roaring stance,Earth,Lagoon
1954,Goldwing Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Naturalistic,Proud,Slow prowl,Fire,Tower
1955,Goldwing Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Naturalistic,Aggressive,Roaring stance,Water,Shrine
1956,Goldwing Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Naturalistic,Aggressive,Slow prowl,Air,Sacred Grove
1957,Goldwing Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Gothic,Proud,Roaring stance,Shadow,Marsh
1958,Goldwing Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Gothic,Proud,Slow prowl,Light,Playground
1959,Gold Gothic Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Gothic,Aggressive,Roaring stance,Nature,Toybox
1960,Gold Gothic Bug Monster,Synthetic,Glitch,Bug Monster,Gold & flame,Gothic,Aggressive,Slow prowl,Storm,Arcade
1961,Silverwing Bug Monster,Synthetic,Glitch,Bug Monster,Silver & gold,Naturalistic,Proud,Roaring stance,Ice,Kitchen
1962,Silverwing Bug Monster,Synthetic,Glitch,Bug Monster,Silver & gold,Naturalistic,Proud,Slow prowl,Lightning,Server room
1963,Silver Naturalistic Bug Monster,Synthetic,Glitch,Bug Monster,Silver & gold,Naturalistic,Aggressive,Roaring stance,Spirit,Cyberspace
1964,Silver Naturalistic Bug Monster,Synthetic,Glitch,Bug Monster,Silver & gold,Naturalistic,Aggressive,Slow prowl,Time,Skyscraper
1965,Bug Monster of Silver Gothic,Synthetic,Glitch,Bug Monster,Silver & gold,Gothic,Proud,Roaring stance,Space,Terminal
1966,Bug Monster of Silver Gothic,Synthetic,Glitch,Bug Monster,Silver & gold,Gothic,Proud,Slow prowl,Void,Grove
1967,Silverwing Bug Monster,Synthetic,Glitch,Bug Monster,Silver & gold,Gothic,Aggressive,Roaring stance,Sound,Nebula
1968,Silverwing Bug Monster,Synthetic,Glitch,Bug Monster,Silver & gold,Gothic,Aggressive,Slow prowl,Energy,Void
1969,Naturalistic Cyber Dragon of Cyber,Synthetic,Cyber,Cyber Dragon,Gold & brown,Naturalistic,Proud,Roaring stance,Magic,Chronoscape
1970,Naturalistic Cyber Dragon of Cyber,Synthetic,Cyber,Cyber Dragon,Gold & brown,Naturalistic,Proud,Slow prowl,Code,Chamber
1971,Cyber Dragon of Gold Naturalistic,Synthetic,Cyber,Cyber Dragon,Gold & brown,Naturalistic,Aggressive,Roaring stance,Electric,Dimension Fold
1972,Cyber Dragon of Gold Naturalistic,Synthetic,Cyber,Cyber Dragon,Gold & brown,Naturalistic,Aggressive,Slow prowl,Gravity,Rift
1973,Gothic Cyber Dragon of Cyber,Synthetic,Cyber,Cyber Dragon,Gold & brown,Gothic,Proud,Roaring stance,Cosmic,Core
1974,Gothic Cyber Dragon of Cyber,Synthetic,Cyber,Cyber Dragon,Gold & brown,Gothic,Proud,Slow prowl,Earth,Prism
1975,Gold Gothic Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & brown,Gothic,Aggressive,Roaring stance,Fire,Archive
1976,Gold Gothic Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & brown,Gothic,Aggressive,Slow prowl,Water,Night sky
1977,Proud Gold Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Naturalistic,Proud,Roaring stance,Air,Horizon
1978,Proud Gold Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Naturalistic,Proud,Slow prowl,Shadow,Savannah
1979,Goldwing Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Naturalistic,Aggressive,Roaring stance,Light,Forest
1980,Goldwing Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Naturalistic,Aggressive,Slow prowl,Nature,Ocean
1981,The Proud Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Gothic,Proud,Roaring stance,Storm,Jungle
1982,The Proud Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Gothic,Proud,Slow prowl,Ice,Desert
1983,Aggressive Gold Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Gothic,Aggressive,Roaring stance,Lightning,Cliffs
1984,Aggressive Gold Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Gold & flame,Gothic,Aggressive,Slow prowl,Spirit,Garden
1985,Silver Naturalistic Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Naturalistic,Proud,Roaring stance,Time,Mountain
1986,Silver Naturalistic Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Naturalistic,Proud,Slow prowl,Space,Sky
1987,The Aggressive Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Naturalistic,Aggressive,Roaring stance,Void,Glade
1988,The Aggressive Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Naturalistic,Aggressive,Slow prowl,Sound,Plateau
1989,Silverwing Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Gothic,Proud,Roaring stance,Energy,Ruins
1990,Silverwing Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Gothic,Proud,Slow prowl,Magic,Temple
1991,The Aggressive Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Gothic,Aggressive,Roaring stance,Code,Cave
1992,The Aggressive Cyber Dragon,Synthetic,Cyber,Cyber Dragon,Silver & gold,Gothic,Aggressive,Slow prowl,Electric,Volcano
1993,Mecha Wolf of Gold Naturalistic,Synthetic,Cyber,Mecha Wolf,Gold & brown,Naturalistic,Proud,Roaring stance,Gravity,Riverbank
1994,Mecha Wolf of Gold Naturalistic,Synthetic,Cyber,Mecha Wolf,Gold & brown,Naturalistic,Proud,Slow prowl,Cosmic,Deep sea
1995,Mecha Wolf of Gold Naturalistic,Synthetic,Cyber,Mecha Wolf,Gold & brown,Naturalistic,Aggressive,Roaring stance,Earth,Reef
1996,Mecha Wolf of Gold Naturalistic,Synthetic,Cyber,Mecha Wolf,Gold & brown,Naturalistic,Aggressive,Slow prowl,Fire,Lagoon
1997,Gothic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & brown,Gothic,Proud,Roaring stance,Water,Tower
1998,Gothic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & brown,Gothic,Proud,Slow prowl,Air,Shrine
1999,Aggressive Gold Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Gold & brown,Gothic,Aggressive,Roaring stance,Shadow,Sacred Grove
2000,Aggressive Gold Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Gold & brown,Gothic,Aggressive,Slow prowl,Light,Marsh
2001,Naturalistic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & flame,Naturalistic,Proud,Roaring stance,Nature,Playground
2002,Naturalistic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & flame,Naturalistic,Proud,Slow prowl,Storm,Toybox
2003,Naturalistic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & flame,Naturalistic,Aggressive,Roaring stance,Ice,Arcade
2004,Naturalistic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & flame,Naturalistic,Aggressive,Slow prowl,Lightning,Kitchen
2005,Mecha Wolf of Gold Gothic,Synthetic,Cyber,Mecha Wolf,Gold & flame,Gothic,Proud,Roaring stance,Spirit,Server room
2006,Mecha Wolf of Gold Gothic,Synthetic,Cyber,Mecha Wolf,Gold & flame,Gothic,Proud,Slow prowl,Time,Cyberspace
2007,Gothic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & flame,Gothic,Aggressive,Roaring stance,Space,Skyscraper
2008,Gothic Mecha Wolf of Cyber,Synthetic,Cyber,Mecha Wolf,Gold & flame,Gothic,Aggressive,Slow prowl,Void,Terminal
2009,Mecha Wolf of Silver Naturalistic,Synthetic,Cyber,Mecha Wolf,Silver & gold,Naturalistic,Proud,Roaring stance,Sound,Grove
2010,Mecha Wolf of Silver Naturalistic,Synthetic,Cyber,Mecha Wolf,Silver & gold,Naturalistic,Proud,Slow prowl,Energy,Nebula
2011,The Aggressive Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Silver & gold,Naturalistic,Aggressive,Roaring stance,Magic,Void
2012,The Aggressive Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Silver & gold,Naturalistic,Aggressive,Slow prowl,Code,Chronoscape
2013,Proud Silver Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Silver & gold,Gothic,Proud,Roaring stance,Electric,Chamber
2014,Proud Silver Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Silver & gold,Gothic,Proud,Slow prowl,Gravity,Dimension Fold
2015,Silverwing Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Silver & gold,Gothic,Aggressive,Roaring stance,Cosmic,Rift
2016,Silverwing Mecha Wolf,Synthetic,Cyber,Mecha Wolf,Silver & gold,Gothic,Aggressive,Slow prowl,Earth,Core
2017,Proud Gold Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & brown,Naturalistic,Proud,Roaring stance,Fire,Prism
2018,Proud Gold Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & brown,Naturalistic,Proud,Slow prowl,Water,Archive
2019,Goldwing Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & brown,Naturalistic,Aggressive,Roaring stance,Air,Night sky
2020,Goldwing Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & brown,Naturalistic,Aggressive,Slow prowl,Shadow,Horizon
2021,Gothic Holo Tiger of Cyber,Synthetic,Cyber,Holo Tiger,Gold & brown,Gothic,Proud,Roaring stance,Light,Savannah
2022,Gothic Holo Tiger of Cyber,Synthetic,Cyber,Holo Tiger,Gold & brown,Gothic,Proud,Slow prowl,Nature,Forest
2023,The Aggressive Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & brown,Gothic,Aggressive,Roaring stance,Storm,Ocean
2024,The Aggressive Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & brown,Gothic,Aggressive,Slow prowl,Ice,Jungle
2025,Holo Tiger of Gold Naturalistic,Synthetic,Cyber,Holo Tiger,Gold & flame,Naturalistic,Proud,Roaring stance,Lightning,Desert
2026,Holo Tiger of Gold Naturalistic,Synthetic,Cyber,Holo Tiger,Gold & flame,Naturalistic,Proud,Slow prowl,Spirit,Cliffs
2027,Aggressive Gold Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & flame,Naturalistic,Aggressive,Roaring stance,Time,Garden
2028,Aggressive Gold Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & flame,Naturalistic,Aggressive,Slow prowl,Space,Mountain
2029,Goldwing Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & flame,Gothic,Proud,Roaring stance,Void,Sky
2030,Goldwing Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & flame,Gothic,Proud,Slow prowl,Sound,Glade
2031,Gold Gothic Holo Tiger,Synthetic,Cyber,Holo Tiger,Gold & flame,Gothic,Aggressive,Roaring stance,Energy,Plateau
